timestamp,device_id,activity_type,resource_accessed,anomaly_flag
2025-07-16 19:56:21.485557,device_13,file_access,database,0
2025-08-17 13:21:01.584296,device_16,file_access,database,0
2025-02-10 03:58:54.204907,device_2,network_access,database,0
2025-03-09 00:54:12.857157,device_7,network_access,database,0
2025-02-10 02:01:40.538084,device_1,network_access,cloud_bucket1,0
2025-04-08 08:14:18.167620,device_16,network_access,cloud_bucket1,0
2025-07-15 03:03:09.557833,device_5,file_access,server1,0
2025-08-21 10:10:30.934244,device_13,cloud_download,database,0
2025-05-16 11:19:07.282875,device_17,file_access,cloud_bucket1,0
2025-05-12 21:03:32.253401,device_4,network_access,server1,0
2025-10-01 10:43:06.704475,device_17,network_access,server1,0
2025-04-21 14:57:01.575860,device_10,cloud_download,server1,0
2025-03-22 19:43:52.439642,device_19,file_access,server1,0
2025-01-05 09:39:18.600329,device_9,cloud_download,database,0
2025-10-05 05:21:53.709844,device_15,network_access,cloud_bucket2,0
2025-06-19 02:12:35.411663,device_17,network_access,cloud_bucket2,0
2025-03-17 03:40:22.658835,device_15,cloud_download,database,0
2025-01-02 12:33:15.774549,device_9,network_access,server1,0
2025-06-21 09:10:35.913355,device_12,network_access,cloud_bucket2,0
2025-04-05 03:31:27.980130,device_9,network_access,server1,0
2025-07-30 17:53:32.710109,device_6,file_access,cloud_bucket2,0
2025-07-27 13:55:11.795451,device_19,cloud_download,server1,0
2025-09-27 11:07:40.563839,device_6,cloud_download,cloud_bucket2,0
2025-05-12 06:02:04.850350,device_8,cloud_download,database,0
2025-01-02 10:45:32.000982,device_5,cloud_download,database,0
2025-10-05 01:51:47.084013,device_18,file_access,cloud_bucket2,0
2025-04-16 05:41:13.725809,device_15,file_access,database,0
2025-05-25 18:28:57.655956,device_6,file_access,cloud_bucket1,0
2025-04-21 21:44:37.379705,device_7,network_access,cloud_bucket1,1
2025-02-07 13:09:00.038154,device_19,file_access,cloud_bucket1,0
2025-02-18 22:29:34.759414,device_1,cloud_download,cloud_bucket2,0
2025-02-23 06:34:55.937356,device_17,cloud_download,cloud_bucket1,0
2025-09-19 13:08:55.687819,device_8,file_access,server1,0
2025-04-19 03:23:10.938713,device_19,file_access,cloud_bucket1,0
2025-05-25 16:29:12.167492,device_6,file_access,cloud_bucket2,0
2025-03-24 07:49:18.477489,device_7,file_access,cloud_bucket2,0
2025-04-17 19:10:47.534120,device_8,network_access,cloud_bucket2,0
2025-06-18 12:31:37.993847,device_15,file_access,database,0
2025-06-18 05:18:45.392607,device_6,network_access,cloud_bucket2,0
2025-04-03 13:30:36.655305,device_6,network_access,server1,0
2025-03-13 06:30:49.648750,device_1,file_access,database,0
2025-01-01 12:43:55.988188,device_15,cloud_download,database,0
2025-05-23 01:01:23.744951,device_2,cloud_download,cloud_bucket2,0
2025-04-30 21:01:50.608585,device_14,network_access,cloud_bucket1,0
2025-06-14 16:10:20.652895,device_20,file_access,cloud_bucket1,0
2025-04-26 06:47:44.553610,device_3,network_access,cloud_bucket2,0
2025-05-22 23:44:32.392915,device_20,cloud_download,server1,1
2025-08-25 07:09:21.353491,device_13,network_access,cloud_bucket2,0
2025-03-17 06:13:27.626175,device_8,file_access,server1,0
2025-07-08 20:38:43.885056,device_4,cloud_download,server1,0
2025-05-31 05:32:54.904454,device_2,cloud_download,cloud_bucket2,0
2025-05-22 06:12:44.061473,device_7,file_access,server1,1
2025-07-21 02:02:46.981771,device_12,file_access,server1,0
2025-01-27 22:49:38.916694,device_3,network_access,database,0
2025-10-14 02:09:30.504959,device_3,file_access,database,0
2025-08-08 15:06:28.527113,device_1,cloud_download,cloud_bucket1,0
2025-03-15 23:26:49.766661,device_8,network_access,cloud_bucket2,0
2025-08-24 07:17:06.907218,device_8,cloud_download,server1,0
2025-08-16 11:39:37.007649,device_19,file_access,database,0
2025-03-31 07:06:54.607356,device_11,network_access,server1,0
2025-06-21 09:40:58.565194,device_13,cloud_download,cloud_bucket2,0
2025-02-03 19:10:42.920127,device_2,network_access,server1,0
2025-06-20 18:26:51.328010,device_11,network_access,cloud_bucket2,0
2025-05-08 11:37:35.104835,device_8,cloud_download,cloud_bucket2,0
2025-08-04 11:04:12.368948,device_17,file_access,cloud_bucket1,0
2025-08-23 05:26:47.861501,device_10,network_access,cloud_bucket2,0
2025-09-10 13:14:07.321217,device_5,cloud_download,database,0
2025-09-22 12:30:58.156971,device_20,file_access,cloud_bucket2,1
2025-09-23 15:23:37.808725,device_14,cloud_download,database,0
2025-09-16 00:26:09.189730,device_14,file_access,cloud_bucket1,0
2025-04-06 09:50:30.234130,device_14,file_access,cloud_bucket2,1
